station_id,stationcategory,huc8id,huc10id,huc12id,upstream_area_sqkm,upstream_cafo_count,upstream_swine_cafo_count,upstream_poultry_cafo_count,upstream_other_cafo_count,upstream_cafo_density,upstream_swine_cafo_density,upstream_poultry_cafo_density,upstream_other_cafo_density,upstream_wastewater_count,upstream_landfill_count,upstream_other_npdes_count,upstream_wastewater_density,upstream_other_npdes_density,upstream_landfill_density,weighted_cafo_load,weighted_swine_cafo_load,weighted_poultry_cafo_load,weighted_other_cafo_load,weighted_wastewater_load,weighted_other_npdes_load,weighted_landfill_load,nearest_upstream_cafo_distance_m,nearest_upstream_swine_cafo_dist,nearest_upstream_poultry_cafo_di,nearest_upstream_other_cafo_dist,nearest_upstream_wastewater_dist,nearest_upstream_other_npdes_dis,nearest_upstream_landfill_distan,huc8_upstream_area_sqkm,huc8_upstream_cafo_count,huc8_upstream_swine_cafo_count,huc8_upstream_poultry_cafo_count,huc8_upstream_other_cafo_count,huc8_upstream_cafo_density,huc8_upstream_swine_cafo_density,huc8_upstream_poultry_cafo_densi,huc8_upstream_other_cafo_density,huc8_upstream_wastewater_count,huc8_upstream_landfill_count,huc8_upstream_other_npdes_count,huc8_upstream_wastewater_density,huc8_upstream_other_npdes_densit,huc8_upstream_landfill_density,huc8_nearest_upstream_cafo_dista,huc8_nearest_upstream_swine_cafo,huc8_nearest_upstream_poultry_ca,huc8_nearest_upstream_other_cafo,huc8_nearest_upstream_wastewater,huc8_nearest_upstream_other_npde,huc8_nearest_upstream_landfill_d,huc8_weighted_cafo_load,huc8_weighted_swine_cafo_load,huc8_weighted_poultry_cafo_load,huc8_weighted_other_cafo_load,huc8_weighted_wastewater_load,huc8_weighted_other_npdes_load,huc8_weighted_landfill_load,huc10_upstream_area_sqkm,huc10_upstream_cafo_count,huc10_upstream_swine_cafo_count,huc10_upstream_poultry_cafo_coun,huc10_upstream_other_cafo_count,huc10_upstream_cafo_density,huc10_upstream_swine_cafo_densit,huc10_upstream_poultry_cafo_dens,huc10_upstream_other_cafo_densit,huc10_upstream_wastewater_count,huc10_upstream_landfill_count,huc10_upstream_other_npdes_count,huc10_upstream_wastewater_densit,huc10_upstream_other_npdes_densi,huc10_upstream_landfill_density,huc10_nearest_upstream_cafo_dist,huc10_nearest_upstream_swine_caf,huc10_nearest_upstream_poultry_c,huc10_nearest_upstream_other_caf,huc10_nearest_upstream_wastewate,huc10_nearest_upstream_other_npd,huc10_nearest_upstream_landfill_,huc10_weighted_cafo_load,huc10_weighted_swine_cafo_load,huc10_weighted_poultry_cafo_load,huc10_weighted_other_cafo_load,huc10_weighted_wastewater_load,huc10_weighted_other_npdes_load,huc10_weighted_landfill_load,huc12_upstream_area_sqkm,huc12_upstream_cafo_count,huc12_upstream_swine_cafo_count,huc12_upstream_poultry_cafo_coun,huc12_upstream_other_cafo_count,huc12_upstream_cafo_density,huc12_upstream_swine_cafo_densit,huc12_upstream_poultry_cafo_dens,huc12_upstream_other_cafo_densit,huc12_upstream_wastewater_count,huc12_upstream_landfill_count,huc12_upstream_other_npdes_count,huc12_upstream_wastewater_densit,huc12_upstream_other_npdes_densi,huc12_upstream_landfill_density,huc12_nearest_upstream_cafo_dist,huc12_nearest_upstream_swine_caf,huc12_nearest_upstream_poultry_c,huc12_nearest_upstream_other_caf,huc12_nearest_upstream_wastewate,huc12_nearest_upstream_other_npd,huc12_nearest_upstream_landfill_,huc12_weighted_cafo_load,huc12_weighted_swine_cafo_load,huc12_weighted_poultry_cafo_load,huc12_weighted_other_cafo_load,huc12_weighted_wastewater_load,huc12_weighted_other_npdes_load,huc12_weighted_landfill_load,huc8_area_km2,huc8_pop_total,huc8_pop_density,huc8_pct_cropland,huc8_pct_crop_pasture,huc10_area_km2,huc10_pop_total,huc10_pop_density,huc10_pct_cropland,huc10_pct_crop_pasture,huc12_area_km2,huc12_pop_total,huc12_pop_density,huc12_pct_cropland,huc12_pct_crop_pasture,fecalcoliformcol100ml,fecalcoliform_rmk,fecpos,feclog,no2no3mgl,nitlog,phosphorusmgl,phoslog,exceed_fec,exceed_nit,exceed_phos,latitude,longitude,location,county,comment,streamclass,subbasin,active,date,datecollected,year,h8_pop_dens_sqm,h10_pop_dens_sqm,h12_pop_dens_sqm,urban8,urban10,urban12,semiurban8,semiurban10,semiurban12,count_all,count_sw,count_pt,h8_count_all,h8_count_sw,h8_count_pt,h10_count_all,h10_count_sw,h10_count_pt,h12_count_all,h12_count_sw,h12_count_pt,dens_all,dens_sw,dens_pt,h8_dens_all,h8_dens_sw,h8_dens_pt,h10_dens_all,h10_dens_sw,h10_dens_pt,h12_dens_all,h12_dens_sw,h12_dens_pt,dist_all,dist_sw,dist_pt,h8_dist_all,h8_dist_sw,h8_dist_pt,h10_dist_all,h10_dist_sw,h10_dist_pt,h12_dist_all,h12_dist_sw,h12_dist_pt,wcount_all,wcount_sw,wcount_pt,h8_wcount_all,h8_wcount_sw,h8_wcount_pt,h10_wcount_all,h10_wcount_sw,h10_wcount_pt,h12_wcount_all,h12_wcount_sw,h12_wcount_pt
"B6160000","MCFR",3030004,303000401,30300040104,8007.989,1191,29,1121,41,.1487265,.0036214,.1399852,.0051199,249,21,37,.0310939,.0046204,.0026224,.0224056,.000408,.021458,.0005395,.0058141,.0007875,.0002509,6348.691,51761.41,6348.691,36303.15,8073.58,5740.702,34629.41,177.1515,34,0,34,0,.1919261,0,.1919261,0,1,0,1,.0056449,.0056449,0,8125.372,,8125.372,,8073.58,5740.702,,.0029398,0,.0029398,0,.0001239,.0001742,0,177.1515,34,0,34,0,.1919261,0,.1919261,0,1,0,1,.0056449,.0056449,0,8125.372,,8125.372,,8073.58,5740.702,,.0029398,0,.0029398,0,.0001239,.0001742,0,51.6944,6,0,6,0,.1160667,0,.1160667,0,0,0,1,0,.0193445,0,8125.372,,8125.372,,,5740.702,,.0007143,0,.0007143,0,0,.0001742,0,6347.607,561141.2,88.402,9.934731,14.94724,904.7756,36475.19,40.31408,3.582224,11.38257,114.5862,1829.904,15.96968,2.135659,10.10363,7,"B1",1,.845098,.28,-.552842,.054,-1.267606,0,0,0,35.54905,-79.02463,"Cape Fear River at NC 42 nr Corinth","Chatham","Above Buckhorn dam; WQ problems; former DWQ ambient stn (ambient discontinued 01/07); downstream of the Progress Energy facility","WS-IV CA","CPF07","yes","3/10/21",10mar2021,21,228.9612,104.4135,41.36146,0,0,0,0,0,0,3,3,3,3,1,3,5,1,5,5,1,5,4,3,4,5,1,5,5,1,5,5,1,4,3,1,4,2,0,3,2,0,3,2,0,2,5,3,5,4,1,4,4,1,5,4,1,5
"B6160000","MCFR",3030004,303000401,30300040104,8007.989,1191,29,1121,41,.1487265,.0036214,.1399852,.0051199,249,21,37,.0310939,.0046204,.0026224,.0224056,.000408,.021458,.0005395,.0058141,.0007875,.0002509,6348.691,51761.41,6348.691,36303.15,8073.58,5740.702,34629.41,177.1515,34,0,34,0,.1919261,0,.1919261,0,1,0,1,.0056449,.0056449,0,8125.372,,8125.372,,8073.58,5740.702,,.0029398,0,.0029398,0,.0001239,.0001742,0,177.1515,34,0,34,0,.1919261,0,.1919261,0,1,0,1,.0056449,.0056449,0,8125.372,,8125.372,,8073.58,5740.702,,.0029398,0,.0029398,0,.0001239,.0001742,0,51.6944,6,0,6,0,.1160667,0,.1160667,0,0,0,1,0,.0193445,0,8125.372,,8125.372,,,5740.702,,.0007143,0,.0007143,0,0,.0001742,0,6347.607,561141.2,88.402,9.934731,14.94724,904.7756,36475.19,40.31408,3.582224,11.38257,114.5862,1829.904,15.96968,2.135659,10.10363,32,"NA",1,1.50515,.07,-1.154902,.106,-.9746941,0,0,1,35.54905,-79.02463,"Cape Fear River at NC 42 nr Corinth","Chatham","Above Buckhorn dam; WQ problems; former DWQ ambient stn (ambient discontinued 01/07); downstream of the Progress Energy facility","WS-IV CA","CPF07","yes","8/11/21",11aug2021,21,228.9612,104.4135,41.36146,0,0,0,0,0,0,3,3,3,3,1,3,5,1,5,5,1,5,4,3,4,5,1,5,5,1,5,5,1,4,3,1,4,2,0,3,2,0,3,2,0,2,5,3,5,4,1,4,4,1,5,4,1,5
"B6160000","MCFR",3030004,303000401,30300040104,8007.989,1191,29,1121,41,.1487265,.0036214,.1399852,.0051199,249,21,37,.0310939,.0046204,.0026224,.0224056,.000408,.021458,.0005395,.0058141,.0007875,.0002509,6348.691,51761.41,6348.691,36303.15,8073.58,5740.702,34629.41,177.1515,34,0,34,0,.1919261,0,.1919261,0,1,0,1,.0056449,.0056449,0,8125.372,,8125.372,,8073.58,5740.702,,.0029398,0,.0029398,0,.0001239,.0001742,0,177.1515,34,0,34,0,.1919261,0,.1919261,0,1,0,1,.0056449,.0056449,0,8125.372,,8125.372,,8073.58,5740.702,,.0029398,0,.0029398,0,.0001239,.0001742,0,51.6944,6,0,6,0,.1160667,0,.1160667,0,0,0,1,0,.0193445,0,8125.372,,8125.372,,,5740.702,,.0007143,0,.0007143,0,0,.0001742,0,6347.607,561141.2,88.402,9.934731,14.94724,904.7756,36475.19,40.31408,3.582224,11.38257,114.5862,1829.904,15.96968,2.135659,10.10363,2200,"B1",1,3.342423,.38,-.4202164,.114,-.9430951,1,0,1,35.54905,-79.02463,"Cape Fear River at NC 42 nr Corinth","Chatham","Above Buckhorn dam; WQ problems; former DWQ ambient stn (ambient discontinued 01/07); downstream of the Progress Energy facility","WS-IV CA","CPF07","yes","8/18/20",18aug2020,20,228.9612,104.4135,41.36146,0,0,0,0,0,0,3,3,3,3,1,3,5,1,5,5,1,5,4,3,4,5,1,5,5,1,5,5,1,4,3,1,4,2,0,3,2,0,3,2,0,2,5,3,5,4,1,4,4,1,5,4,1,5
"B6160000","MCFR",3030004,303000401,30300040104,8007.989,1191,29,1121,41,.1487265,.0036214,.1399852,.0051199,249,21,37,.0310939,.0046204,.0026224,.0224056,.000408,.021458,.0005395,.0058141,.0007875,.0002509,6348.691,51761.41,6348.691,36303.15,8073.58,5740.702,34629.41,177.1515,34,0,34,0,.1919261,0,.1919261,0,1,0,1,.0056449,.0056449,0,8125.372,,8125.372,,8073.58,5740.702,,.0029398,0,.0029398,0,.0001239,.0001742,0,177.1515,34,0,34,0,.1919261,0,.1919261,0,1,0,1,.0056449,.0056449,0,8125.372,,8125.372,,8073.58,5740.702,,.0029398,0,.0029398,0,.0001239,.0001742,0,51.6944,6,0,6,0,.1160667,0,.1160667,0,0,0,1,0,.0193445,0,8125.372,,8125.372,,,5740.702,,.0007143,0,.0007143,0,0,.0001742,0,6347.607,561141.2,88.402,9.934731,14.94724,904.7756,36475.19,40.31408,3.582224,11.38257,114.5862,1829.904,15.96968,2.135659,10.10363,124,"B1",1,2.093422,.67,-.1739252,.093,-1.031517,0,0,0,35.54905,-79.02463,"Cape Fear River at NC 42 nr Corinth","Chatham","Above Buckhorn dam; WQ problems; former DWQ ambient stn (ambient discontinued 01/07); downstream of the Progress Energy facility","WS-IV CA","CPF07","yes","12/15/22",15dec2022,22,228.9612,104.4135,41.36146,0,0,0,0,0,0,3,3,3,3,1,3,5,1,5,5,1,5,4,3,4,5,1,5,5,1,5,5,1,4,3,1,4,2,0,3,2,0,3,2,0,2,5,3,5,4,1,4,4,1,5,4,1,5
"B6160000","MCFR",3030004,303000401,30300040104,8007.989,1191,29,1121,41,.1487265,.0036214,.1399852,.0051199,249,21,37,.0310939,.0046204,.0026224,.0224056,.000408,.021458,.0005395,.0058141,.0007875,.0002509,6348.691,51761.41,6348.691,36303.15,8073.58,5740.702,34629.41,177.1515,34,0,34,0,.1919261,0,.1919261,0,1,0,1,.0056449,.0056449,0,8125.372,,8125.372,,8073.58,5740.702,,.0029398,0,.0029398,0,.0001239,.0001742,0,177.1515,34,0,34,0,.1919261,0,.1919261,0,1,0,1,.0056449,.0056449,0,8125.372,,8125.372,,8073.58,5740.702,,.0029398,0,.0029398,0,.0001239,.0001742,0,51.6944,6,0,6,0,.1160667,0,.1160667,0,0,0,1,0,.0193445,0,8125.372,,8125.372,,,5740.702,,.0007143,0,.0007143,0,0,.0001742,0,6347.607,561141.2,88.402,9.934731,14.94724,904.7756,36475.19,40.31408,3.582224,11.38257,114.5862,1829.904,15.96968,2.135659,10.10363,0,"NA",0,-.30103,0,-2.30103,0,-2.30103,0,0,0,35.54905,-79.02463,"Cape Fear River at NC 42 nr Corinth","Chatham","Above Buckhorn dam; WQ problems; former DWQ ambient stn (ambient discontinued 01/07); downstream of the Progress Energy facility","WS-IV CA","CPF07","yes","6/22/22",22jun2022,22,228.9612,104.4135,41.36146,0,0,0,0,0,0,3,3,3,3,1,3,5,1,5,5,1,5,4,3,4,5,1,5,5,1,5,5,1,4,3,1,4,2,0,3,2,0,3,2,0,2,5,3,5,4,1,4,4,1,5,4,1,5
"B6160000","MCFR",3030004,303000401,30300040104,8007.989,1191,29,1121,41,.1487265,.0036214,.1399852,.0051199,249,21,37,.0310939,.0046204,.0026224,.0224056,.000408,.021458,.0005395,.0058141,.0007875,.0002509,6348.691,51761.41,6348.691,36303.15,8073.58,5740.702,34629.41,177.1515,34,0,34,0,.1919261,0,.1919261,0,1,0,1,.0056449,.0056449,0,8125.372,,8125.372,,8073.58,5740.702,,.0029398,0,.0029398,0,.0001239,.0001742,0,177.1515,34,0,34,0,.1919261,0,.1919261,0,1,0,1,.0056449,.0056449,0,8125.372,,8125.372,,8073.58,5740.702,,.0029398,0,.0029398,0,.0001239,.0001742,0,51.6944,6,0,6,0,.1160667,0,.1160667,0,0,0,1,0,.0193445,0,8125.372,,8125.372,,,5740.702,,.0007143,0,.0007143,0,0,.0001742,0,6347.607,561141.2,88.402,9.934731,14.94724,904.7756,36475.19,40.31408,3.582224,11.38257,114.5862,1829.904,15.96968,2.135659,10.10363,20,"NA",1,1.30103,.45,-.3467875,.084,-1.075721,0,0,0,35.54905,-79.02463,"Cape Fear River at NC 42 nr Corinth","Chatham","Above Buckhorn dam; WQ problems; former DWQ ambient stn (ambient discontinued 01/07); downstream of the Progress Energy facility","WS-IV CA","CPF07","yes","3/9/22",09mar2022,22,228.9612,104.4135,41.36146,0,0,0,0,0,0,3,3,3,3,1,3,5,1,5,5,1,5,4,3,4,5,1,5,5,1,5,5,1,4,3,1,4,2,0,3,2,0,3,2,0,2,5,3,5,4,1,4,4,1,5,4,1,5
"B6204000","MCFR",3030004,303000401,30300040103,204.1015,0,0,0,0,0,0,0,0,3,3,2,.0146986,.009799,.0146986,0,0,0,0,.0001714,.0001215,.0001593,,,,,14563.51,12301.96,12983.09,204.1015,0,0,0,0,0,0,0,0,3,3,2,.0146986,.009799,.0146986,,,,,14563.51,12301.96,12983.09,0,0,0,0,.0001714,.0001215,.0001593,204.1015,0,0,0,0,0,0,0,0,3,3,2,.0146986,.009799,.0146986,,,,,14563.51,12301.96,12983.09,0,0,0,0,.0001714,.0001215,.0001593,83.6398,0,0,0,0,0,0,0,0,0,1,0,0,0,.011956,,,,,,,12983.09,0,0,0,0,0,0,.000077,6347.607,561141.2,88.402,9.934731,14.94724,904.7756,36475.19,40.31408,3.582224,11.38257,130.9063,3761.517,28.73442,3.592415,8.818503,0,"NA",0,-.30103,.17,-.7695511,.142,-.8477117,0,0,1,35.54353,-78.98986,"Buckhorn Crk beside SR 1921 Buckhorn Rd nr Corinth","Chatham","Below Harris Lake; dns Shearon Harris; USGS gage","C","CPF07","yes","6/30/20",30jun2020,20,228.9612,104.4135,74.42214,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
"B6204000","MCFR",3030004,303000401,30300040103,204.1015,0,0,0,0,0,0,0,0,3,3,2,.0146986,.009799,.0146986,0,0,0,0,.0001714,.0001215,.0001593,,,,,14563.51,12301.96,12983.09,204.1015,0,0,0,0,0,0,0,0,3,3,2,.0146986,.009799,.0146986,,,,,14563.51,12301.96,12983.09,0,0,0,0,.0001714,.0001215,.0001593,204.1015,0,0,0,0,0,0,0,0,3,3,2,.0146986,.009799,.0146986,,,,,14563.51,12301.96,12983.09,0,0,0,0,.0001714,.0001215,.0001593,83.6398,0,0,0,0,0,0,0,0,0,1,0,0,0,.011956,,,,,,,12983.09,0,0,0,0,0,0,.000077,6347.607,561141.2,88.402,9.934731,14.94724,904.7756,36475.19,40.31408,3.582224,11.38257,130.9063,3761.517,28.73442,3.592415,8.818503,0,"NA",0,-.30103,.06,-1.221849,.052,-1.283997,0,0,0,35.54353,-78.98986,"Buckhorn Crk beside SR 1921 Buckhorn Rd nr Corinth","Chatham","Below Harris Lake; dns Shearon Harris; USGS gage","C","CPF07","yes","8/27/19",27aug2019,19,228.9612,104.4135,74.42214,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
"B6204000","MCFR",3030004,303000401,30300040103,204.1015,0,0,0,0,0,0,0,0,3,3,2,.0146986,.009799,.0146986,0,0,0,0,.0001714,.0001215,.0001593,,,,,14563.51,12301.96,12983.09,204.1015,0,0,0,0,0,0,0,0,3,3,2,.0146986,.009799,.0146986,,,,,14563.51,12301.96,12983.09,0,0,0,0,.0001714,.0001215,.0001593,204.1015,0,0,0,0,0,0,0,0,3,3,2,.0146986,.009799,.0146986,,,,,14563.51,12301.96,12983.09,0,0,0,0,.0001714,.0001215,.0001593,83.6398,0,0,0,0,0,0,0,0,0,1,0,0,0,.011956,,,,,,,12983.09,0,0,0,0,0,0,.000077,6347.607,561141.2,88.402,9.934731,14.94724,904.7756,36475.19,40.31408,3.582224,11.38257,130.9063,3761.517,28.73442,3.592415,8.818503,0,"NA",0,-.30103,.13,-.8860567,.093,-1.031517,0,0,0,35.54353,-78.98986,"Buckhorn Crk beside SR 1921 Buckhorn Rd nr Corinth","Chatham","Below Harris Lake; dns Shearon Harris; USGS gage","C","CPF07","yes","5/30/19",30may2019,19,228.9612,104.4135,74.42214,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
"B6204000","MCFR",3030004,303000401,30300040103,204.1015,0,0,0,0,0,0,0,0,3,3,2,.0146986,.009799,.0146986,0,0,0,0,.0001714,.0001215,.0001593,,,,,14563.51,12301.96,12983.09,204.1015,0,0,0,0,0,0,0,0,3,3,2,.0146986,.009799,.0146986,,,,,14563.51,12301.96,12983.09,0,0,0,0,.0001714,.0001215,.0001593,204.1015,0,0,0,0,0,0,0,0,3,3,2,.0146986,.009799,.0146986,,,,,14563.51,12301.96,12983.09,0,0,0,0,.0001714,.0001215,.0001593,83.6398,0,0,0,0,0,0,0,0,0,1,0,0,0,.011956,,,,,,,12983.09,0,0,0,0,0,0,.000077,6347.607,561141.2,88.402,9.934731,14.94724,904.7756,36475.19,40.31408,3.582224,11.38257,130.9063,3761.517,28.73442,3.592415,8.818503,67,"B1",1,1.826075,.05,-1.30103,.073,-1.136677,0,0,0,35.54353,-78.98986,"Buckhorn Crk beside SR 1921 Buckhorn Rd nr Corinth","Chatham","Below Harris Lake; dns Shearon Harris; USGS gage","C","CPF07","yes","9/7/22",07sep2022,22,228.9612,104.4135,74.42214,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
"B6204000","MCFR",3030004,303000401,30300040103,204.1015,0,0,0,0,0,0,0,0,3,3,2,.0146986,.009799,.0146986,0,0,0,0,.0001714,.0001215,.0001593,,,,,14563.51,12301.96,12983.09,204.1015,0,0,0,0,0,0,0,0,3,3,2,.0146986,.009799,.0146986,,,,,14563.51,12301.96,12983.09,0,0,0,0,.0001714,.0001215,.0001593,204.1015,0,0,0,0,0,0,0,0,3,3,2,.0146986,.009799,.0146986,,,,,14563.51,12301.96,12983.09,0,0,0,0,.0001714,.0001215,.0001593,83.6398,0,0,0,0,0,0,0,0,0,1,0,0,0,.011956,,,,,,,12983.09,0,0,0,0,0,0,.000077,6347.607,561141.2,88.402,9.934731,14.94724,904.7756,36475.19,40.31408,3.582224,11.38257,130.9063,3761.517,28.73442,3.592415,8.818503,30,"NA",1,1.477121,.02,-1.69897,.074,-1.130768,0,0,0,35.54353,-78.98986,"Buckhorn Crk beside SR 1921 Buckhorn Rd nr Corinth","Chatham","Below Harris Lake; dns Shearon Harris; USGS gage","C","CPF07","yes","7/19/17",19jul2017,17,228.9612,104.4135,74.42214,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
"B6204000","MCFR",3030004,303000401,30300040103,204.1015,0,0,0,0,0,0,0,0,3,3,2,.0146986,.009799,.0146986,0,0,0,0,.0001714,.0001215,.0001593,,,,,14563.51,12301.96,12983.09,204.1015,0,0,0,0,0,0,0,0,3,3,2,.0146986,.009799,.0146986,,,,,14563.51,12301.96,12983.09,0,0,0,0,.0001714,.0001215,.0001593,204.1015,0,0,0,0,0,0,0,0,3,3,2,.0146986,.009799,.0146986,,,,,14563.51,12301.96,12983.09,0,0,0,0,.0001714,.0001215,.0001593,83.6398,0,0,0,0,0,0,0,0,0,1,0,0,0,.011956,,,,,,,12983.09,0,0,0,0,0,0,.000077,6347.607,561141.2,88.402,9.934731,14.94724,904.7756,36475.19,40.31408,3.582224,11.38257,130.9063,3761.517,28.73442,3.592415,8.818503,33,"NA",1,1.518514,.05,-1.30103,.07,-1.154902,0,0,0,35.54353,-78.98986,"Buckhorn Crk beside SR 1921 Buckhorn Rd nr Corinth","Chatham","Below Harris Lake; dns Shearon Harris; USGS gage","C","CPF07","yes","9/17/19",17sep2019,19,228.9612,104.4135,74.42214,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
"B6204000","MCFR",3030004,303000401,30300040103,204.1015,0,0,0,0,0,0,0,0,3,3,2,.0146986,.009799,.0146986,0,0,0,0,.0001714,.0001215,.0001593,,,,,14563.51,12301.96,12983.09,204.1015,0,0,0,0,0,0,0,0,3,3,2,.0146986,.009799,.0146986,,,,,14563.51,12301.96,12983.09,0,0,0,0,.0001714,.0001215,.0001593,204.1015,0,0,0,0,0,0,0,0,3,3,2,.0146986,.009799,.0146986,,,,,14563.51,12301.96,12983.09,0,0,0,0,.0001714,.0001215,.0001593,83.6398,0,0,0,0,0,0,0,0,0,1,0,0,0,.011956,,,,,,,12983.09,0,0,0,0,0,0,.000077,6347.607,561141.2,88.402,9.934731,14.94724,904.7756,36475.19,40.31408,3.582224,11.38257,130.9063,3761.517,28.73442,3.592415,8.818503,1000,"B1",1,3,.11,-.9586073,.051,-1.29243,1,0,0,35.54353,-78.98986,"Buckhorn Crk beside SR 1921 Buckhorn Rd nr Corinth","Chatham","Below Harris Lake; dns Shearon Harris; USGS gage","C","CPF07","yes","8/16/19",16aug2019,19,228.9612,104.4135,74.42214,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
"B6204000","MCFR",3030004,303000401,30300040103,204.1015,0,0,0,0,0,0,0,0,3,3,2,.0146986,.009799,.0146986,0,0,0,0,.0001714,.0001215,.0001593,,,,,14563.51,12301.96,12983.09,204.1015,0,0,0,0,0,0,0,0,3,3,2,.0146986,.009799,.0146986,,,,,14563.51,12301.96,12983.09,0,0,0,0,.0001714,.0001215,.0001593,204.1015,0,0,0,0,0,0,0,0,3,3,2,.0146986,.009799,.0146986,,,,,14563.51,12301.96,12983.09,0,0,0,0,.0001714,.0001215,.0001593,83.6398,0,0,0,0,0,0,0,0,0,1,0,0,0,.011956,,,,,,,12983.09,0,0,0,0,0,0,.000077,6347.607,561141.2,88.402,9.934731,14.94724,904.7756,36475.19,40.31408,3.582224,11.38257,130.9063,3761.517,28.73442,3.592415,8.818503,450,"B7",1,2.653213,.03,-1.522879,.099,-1.004365,1,0,0,35.54353,-78.98986,"Buckhorn Crk beside SR 1921 Buckhorn Rd nr Corinth","Chatham","Below Harris Lake; dns Shearon Harris; USGS gage","C","CPF07","yes","6/6/16",06jun2016,16,228.9612,104.4135,74.42214,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
"B6204000","MCFR",3030004,303000401,30300040103,204.1015,0,0,0,0,0,0,0,0,3,3,2,.0146986,.009799,.0146986,0,0,0,0,.0001714,.0001215,.0001593,,,,,14563.51,12301.96,12983.09,204.1015,0,0,0,0,0,0,0,0,3,3,2,.0146986,.009799,.0146986,,,,,14563.51,12301.96,12983.09,0,0,0,0,.0001714,.0001215,.0001593,204.1015,0,0,0,0,0,0,0,0,3,3,2,.0146986,.009799,.0146986,,,,,14563.51,12301.96,12983.09,0,0,0,0,.0001714,.0001215,.0001593,83.6398,0,0,0,0,0,0,0,0,0,1,0,0,0,.011956,,,,,,,12983.09,0,0,0,0,0,0,.000077,6347.607,561141.2,88.402,9.934731,14.94724,904.7756,36475.19,40.31408,3.582224,11.38257,130.9063,3761.517,28.73442,3.592415,8.818503,14,"NA",1,1.146128,.06,-1.221849,.092,-1.036212,0,0,0,35.54353,-78.98986,"Buckhorn Crk beside SR 1921 Buckhorn Rd nr Corinth","Chatham","Below Harris Lake; dns Shearon Harris; USGS gage","C","CPF07","yes","5/10/19",10may2019,19,228.9612,104.4135,74.42214,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
"B6204000","MCFR",3030004,303000401,30300040103,204.1015,0,0,0,0,0,0,0,0,3,3,2,.0146986,.009799,.0146986,0,0,0,0,.0001714,.0001215,.0001593,,,,,14563.51,12301.96,12983.09,204.1015,0,0,0,0,0,0,0,0,3,3,2,.0146986,.009799,.0146986,,,,,14563.51,12301.96,12983.09,0,0,0,0,.0001714,.0001215,.0001593,204.1015,0,0,0,0,0,0,0,0,3,3,2,.0146986,.009799,.0146986,,,,,14563.51,12301.96,12983.09,0,0,0,0,.0001714,.0001215,.0001593,83.6398,0,0,0,0,0,0,0,0,0,1,0,0,0,.011956,,,,,,,12983.09,0,0,0,0,0,0,.000077,6347.607,561141.2,88.402,9.934731,14.94724,904.7756,36475.19,40.31408,3.582224,11.38257,130.9063,3761.517,28.73442,3.592415,8.818503,75,"NA",1,1.875061,.17,-.7695511,.138,-.8601209,0,0,1,35.54353,-78.98986,"Buckhorn Crk beside SR 1921 Buckhorn Rd nr Corinth","Chatham","Below Harris Lake; dns Shearon Harris; USGS gage","C","CPF07","yes","11/16/20",16nov2020,20,228.9612,104.4135,74.42214,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
